index,original,translation,scores,mean,z_scores,z_mean,QE_score
323,Then click on Indian in the Residential Status field.,???? ??? ‘Indian in the residential status field’ ?? ????? ?????,"[45, 85, 55, 55]",60,"[-3.7645761004498257, -0.2580081099272549, -1.762855731261121, -1.7205688606689193]",-1.876502201,0.66255933
324,"To start with the variable ‘n’ is set to ‘0’ and on each keystroke, n’’ is incremented and the code is transmitted and when n = 100,000, then it goes to the broken state.","?? 'n' ?? ???? ???? ?? ??? '0' ?? ??? ???? ???? ?? ?? ???????? ????????? ??, 'n' ?? ?????? ???? ?? ?? ??? ??????? ???? ???? ?? ?? ?? n = 100,000 ???? ??, ?? ?? ???? ??? ?????? ??? ??? ???? ???","[95, 95, 79, 78]",86.75,"[0.5387802100780963, 0.6151157815355373, 0.6995198682189685, 0.3435394115710739]",0.549238818,0.617092729
325,3. The third order differential function can be found out by adding the third argument which states the order.,3. ????? ???? ?? ?????? ???????? ?? ??? ????? ???? ?? ?????? ????? ?? ???? ?? ?? ???? ?? ?????? ???? ???,"[90, 90, 83, 71]",83.5,"[0.10844457902530406, 0.17855383580414114, 1.10991580146565, -0.28466745389327186]",0.278061691,0.702132344
326,"for example, here 'b to a', 'b to c', 'b to d', it can be in any order as it is shown here.","?????? ?? ???, ???? 'b ?? a', 'b ?? c', 'b ?? d', ?? ???? ?? ???? ??? ?? ???? ?? ???? ?? ???? ?????? ??? ???","[90, 85, 85, 76]",84,"[0.10844457902530406, -0.2580081099272549, 1.3151137680889908, 0.164051735724118]",0.332400493,0.686760604
327,"So, single linked list will follow as per the concept of single linked list, we have two fields one is the data field.","?????, ??? ?????? ???? ?? ??????? ?? ?????? ??? ?????? ???? ?? ???? ???? ?????, ????? ??? ?? ??????? ??? ?? ???? ????? (data field) ???","[85, 80, 81, 69]",78.75,"[-0.32189105202748813, -0.694570055658651, 0.9047178348423093, -0.4641551297402278]",-0.143974601,0.667895198
328,So this algorithm is very well exercise algorithm actually and you can find this algorithm in many places and you can follow and you can write the code accordingly following this algorithm once algorithm is known then writing code is not the big job so you can follow and you can see that how it works there.,?? ?? ?????????? ?????? ??? ???? ????? ??? ?? ?????? ?????????? ?? ?? ?? ?? ?????????? ?? ?? ??????? ?? ?? ???? ??? ?? ?? ???? ???? ?? ???? ??? ?? ?? ?? ?????????? ?? ?????? ???? ??? ??? ??? ???? ??? ?? ??? ?????????? ????? ?? ???? ?? ??? ??? ????? ???? ??? ???? ?? ????? ?? ?????? ?? ???? ??? ?? ?? ??? ???? ??? ?? ?? ???? ??? ???? ???,"[90, 90, 70, 69]",79.75,"[0.10844457902530406, 0.17855383580414114, -0.22387098158606503, -0.4641551297402278]",-0.100256924,0.500447154
329,Welcome to the spoken tutorial on Google Drive options,???? ?????? ???????? ?? ???? ?? ?????????? ??? ???? ?????? ??,"[80, 80, 90, 75]",81.25,"[-0.7522266830802803, -0.694570055658651, 1.8281086846473429, 0.07430789780064002]",0.113904961,0.698029459
330,"Now in this video lecture, we will try to learn about how the stack can be realized in a program using java collection framework, so the topic that will be covered here So, java supports for the stack realization.","?? ?? ?????? ????????? ???, ?? ?? ????? ?? ????? ?????? ?? ???? ??????? ????????? (java collection framework) ?? ????? ???? ?? ????????? ??? ????? (stack) ?? ???? ????? ???? ?? ???? ??, ????? ???? ?? ???? ??? ???? ????? ??, ???? ????? (stack) ?? ???????? ?? ??? ?????? ???? ???","[80, 85, 70, 70]",76.25,"[-0.7522266830802803, -0.2580081099272549, -0.22387098158606503, -0.3744112918167498]",-0.402129267,0.675979316
331,"In the Solution Info Panel, concentration of copper ions is zero.",???????? ???? ???? ??? ????? ?? ????? ?? ???????? ????? ???,"[100, 90, 56, 49]",73.75,"[0.9691158411308884, 0.17855383580414114, -1.6602567479494506, -2.2590318882097873]",-0.69290474,0.670891464
332,"I want to give how a method can be made generic and here you can see I have taken and, okay there is an idea about defining a simple program, the name of the class I have given DemoClass.","??? ?? ????? ????? ??? ?? ?? ???? ?? ??????? (generic) ???? ????? ?? ???? ?? ?? ???? ?? ??? ???? ??? ?? ????? ???? ?? ?? ?? ??? ????????? ?? ???????? ???? ?? ???? ??? ?? ????? ??, ????? ?? ??? ????? ????????? (DemoClass) ???? ???","[85, 90, 87, 87]",87.25,"[-0.32189105202748813, 0.17855383580414114, 1.5203117347123316, 1.1512339528823756]",0.632052118,0.653712451
333,Now we’ll see how to install LDmicro.,?? ?? ??????? ?? LDmicro ???? ????? ???? ???,"[55, 75, 75, 59]",66,"[-2.9039048383442414, -1.1311320013900472, 0.28912393497228694, -1.3615935089750075]",-1.276876603,0.74546665
334,Always throw away any uneaten leftover food in the baby’s dish.,????? ????? ?? ??? ??? ??? ??? ???? ?? ???? ????,"[100, 100, 83, 89]",93,"[0.9691158411308884, 1.0516777272669333, 1.10991580146565, 1.3307216287293318]",1.11535775,0.756424129
335,"No, from our diagrams, it should be possible to do automatically, but then for our purpose, we will check it manually.","????, ????? ????? ??, ???????? ??? ?? ???? ???? ???? ?????, ????? ??? ????? ???????? ?? ???, ?? ??? ???????? ??? ?? ?????????","[90, 90, 72, 65]",79.25,"[0.10844457902530406, 0.17855383580414114, -0.018673014962724235, -0.8231304814341397]",-0.13870127,0.703953743
336,"Now, so this way we can represent a polynomial of any degree 'n', not only any degree 'n', here is a polynomial of single variable, one variable, you can again modify this structure to represent polynomial of two variables, three variables.","??, ?? ??? ?? ???? ?? ?????? 'n' ?? ????? ?? ???????????? ?? ???? ???, ? ???? ???? ?? ?????? 'n' ??, ???? ??? ??????? (variable), ?? ??????? (variable) ?? ?? ????? ??, ?? ??? ?? ?? ??????? (variable), ??? ??????? (variable) ?? ????? ?? ???????????? ???? ?? ??? ?? ?????? ?? ??????? ?? ???? ????","[85, 90, 73, 75]",80.75,"[-0.32189105202748813, 0.17855383580414114, 0.08392596834894617, 0.07430789780064002]",0.003724162,0.496614575
337,"So, this way you can see at each point, it will do the deletion operation and then in this case suppose you can call delete key12, so in that case also you will see because key is not present here but it will not delete anything because nothing to delete in that case likewise.","??, ?? ??? ?? ?? ???????? ????? ?? ??? ???? ???, ?? ?????? ?????? ????? ?? ??? ?? ????? ??? ??? ????? ?? ?? ????? ??12 ?? ??? ?? ???? ???, ????? ?? ????? ??? ?? ?? ??????? ??????? ????? ???? ????? ???? ?? ????? ?? ??? ?? ???? ?????? ??????? ?? ????? ??? ??? ?? ????? ?? ??? ???? ?? ??? ????","[90, 90, 81, 75]",84,"[0.10844457902530406, 0.17855383580414114, 0.9047178348423093, 0.07430789780064002]",0.316506037,0.49431175
338,Welcome to this tutorial on Create Contour Lines in QGIS.,?????????? ??? ????? ?????? ????? ?? ?? ?????????? ??? ???? ?????? ???,"[80, 90, 74, 83]",81.75,"[-0.7522266830802803, 0.17855383580414114, 0.18652495166061656, 0.7922586011884638]",0.101277676,0.672490954
339,I will zoom in and select the polygon area Kerala.,??? ???? ?? ?????? ?? ?????? ??????? ???? ?? ??? ???????,"[100, 85, 75, 59]",79.75,"[0.9691158411308884, -0.2580081099272549, 0.28912393497228694, -1.3615935089750075]",-0.090340461,0.67876476
340,Scroll down to the Time section.,???? ?????? ??? ?????,"[85, 85, 40, 76]",71.5,"[-0.32189105202748813, -0.2580081099272549, -3.301840480936177, 0.164051735724118]",-0.929421977,0.742135823
341,So ‘D’ is visited and then this completes the left sub-tree of this one.,?? '??' ?? ???? ???? ???? ?? ?? ??? ?? ?? ?? ?? ???? ??-????? ?? ???? ???? ???,"[90, 90, 86, 72]",84.5,"[0.10844457902530406, 0.17855383580414114, 1.4177127514006613, -0.1949236159697939]",0.377446888,0.619971454
342,"In this tutorial, several windows and dialog boxes will be opened. Learner must follow the sequence and choose the correct ones.","?? ?????????? ???, ?? ????? ?? ????? ????? ???? ??????. ?????????? ?? ??????? ?? ???? ???? ????? ?? ??? ????? ?? ????? ?????.","[85, 80, 84, 78]",81.75,"[-0.32189105202748813, -0.694570055658651, 1.2125147847773206, 0.3435394115710739]",0.134898272,0.684512198
343,Otherwise an untitled Community will be created.,?????? ?? ???? ?????? ?? ??????? ???? ??????,"[100, 90, 61, 76]",81.75,"[0.9691158411308884, 0.17855383580414114, -1.1472618313910985, 0.164051735724118]",0.041114895,0.616622508
344,"Not only development of programs in the computer science discipline, even the other disciplines they do use object oriented techniques in good measure.","? ???? ???????? ??????? ??????? ??? ??????????? ?? ?????, ????? ???? ?????? ??? ?? ?? ????? ?????? ??????? ?? ????? ?????? ?? ????? ???? ????","[95, 90, 70, 68]",80.75,"[0.5387802100780963, 0.17855383580414114, -0.22387098158606503, -0.5538989676637058]",-0.015108976,0.725155532
345,"Here what we are doing you see we declare one user- defined class, the name of the class is student which has two fields, the name field and marks, marks composed of, the marks of three subjects as a integer like and this is a constructor to initialize the object of this type.","???? ?? ???? ?? ??? ??? ?? ????? ??? ?? ?? ?? ??????????-???????? ???? ?? ????? ???? ???, ????? ?? ??? ????? ?? ?????? ?? ??????? ???, ??? ??????? ?? ???, ???, ??? ?????? ?? ??? ?? ???????? ?? ??? ??? ??? ?? ?? ?? ?????? ?? ???????? (object) ?? ???? ???? ?? ??? ?? ???????? ???","[90, 85, 68, 76]",79.75,"[0.10844457902530406, -0.2580081099272549, -0.42906894820940583, 0.164051735724118]",-0.103645186,0.493341148
346,"In this tutorial, we have learnt: What is a controlled SMIB, How to model a controlled SMIB system, Setting up the components","?? ?????????? ??? ???? ???? ??? ?? ????????? ???????? ???? ??, ?? ????????? ???????? ??????? ?? ???? ???? ???? ???, ????? ?? ??????? ???? ?? ???","[95, 100, 78, 70]",85.75,"[0.5387802100780963, 1.0516777272669333, 0.5969208849072981, -0.3744112918167498]",0.453241883,0.769746006
347,"Graph the inverse cosine function iC"" in the domain from minus 1 to 1.",????? ???-1 ?? 1 ?? ?????????? ?????? ??? iC ?? ????? ?????,"[80, 85, 61, 62]",72,"[-0.7522266830802803, -0.2580081099272549, -1.1472618313910985, -1.0923619952045736]",-0.812464655,0.450002015
348,"Using the movies data frame, filter the movies of Drama genre","????? ?? ???? ????? ?? ????? ???? ???, ?????? ???? ?? ??????? ?? ?????? ????","[100, 90, 78, 89]",89.25,"[0.9691158411308884, 0.17855383580414114, 0.5969208849072981, 1.3307216287293318]",0.768828048,0.75568217
349,In this tutorial we will learn about: Counters in CSS and Their properties and usage,?? ?????????? ??? ?? ?????? ??? ?????? ?? ???? ??? ?? ????? ?? ???? ??? ????????,"[80, 80, 78, 78]",79,"[-0.7522266830802803, -0.694570055658651, 0.5969208849072981, 0.3435394115710739]",-0.126584111,0.753592074
350,Drag the boundary to see Algebra view properly.,??????? ????? ?? ??? ?? ????? ?? ??? ???? ??????.,"[90, 85, 74, 77]",81.5,"[0.10844457902530406, -0.2580081099272549, 0.18652495166061656, 0.253795573647596]",0.072689249,0.5641886
351,It will take a few seconds to download depending on the internet connectivity.,??????? ??????????? ?? ???? ?? ??? ??????? ???? ??? ??? ????? ???????,"[100, 100, 81, 72]",88.25,"[0.9691158411308884, 1.0516777272669333, 0.9047178348423093, -0.1949236159697939]",0.682646947,0.778361857
352,"It has certain factor E method it is called, those methods by which you can create enumerated type of data and here is basically is that this is all of, that means is a method by which a set can be created.","????? ??? ???? ? ???? ?? ???? ??? ???? ??, ?? ??????? ????? ?????? ?? ???? ?? ??????? ?????? ??? ???? ??? ?? ???? ??? ??? ?? ?? ?? ?? ?? ?? ??, ???? ???? ?? ?? ?? ???? ?? ????? ?????? ?? ??? ????? ?? ???? ???","[90, 90, 78, 78]",84,"[0.10844457902530406, 0.17855383580414114, 0.5969208849072981, 0.3435394115710739]",0.306864678,0.665008366
353,We are now on the Joomla Control Panel.,?? ?? ????? ??????? ???? ??? ????,"[100, 85, 75, 54]",78.5,"[0.9691158411308884, -0.2580081099272549, 0.28912393497228694, -1.8103126985923974]",-0.202520258,0.758601487
354,"As with any "".mol"" file, we can change the display using menu bar and also Pop-up menu.","???? ??. mol ???? ?? ???, ?? ???? ??? ?? ???-?? ???? ?? ????? ???? ???????? ?? ??? ???? ????","[85, 85, 87, 69]",81.5,"[-0.32189105202748813, -0.2580081099272549, 1.5203117347123316, -0.4641551297402278]",0.119064361,0.737182558
355,"In this tutorial, we have learnt about: Forms and Form elements: Input, Label and Button, Input types: Text, Email and Password in HTML.","?? ?????????? ???, ???? ?????????? ?? ???? ??? ???? ??? ????? ?? ????? ???????? ?????, ???? ?? ???, ????? ??????? ???????? ??? ???, ???? ?? ????????","[90, 95, 74, 66]",81.25,"[0.10844457902530406, 0.6151157815355373, 0.18652495166061656, -0.7333866435106617]",0.044174667,0.755410731
356,"So this is basically first this is considered this is the list of input numbers and this is in random order and you binary number system you know so, the first number is basically 0 0 0 0 this is and then 0 0 0 1 and it will continue 1 1 1 0 and this basically is the ordering of the binary number system.","?? ?? ??? ??? ?? ???? ???? ???? ?? ?? ?? ????? ???????? ?? ???? ?? ?? ?? ????????? ???? ??? ?? ?? ?? ?????? ?????? ??????? ?? ????? ???, ???? ???? ??? ??? ?? 0 0 0 0 0 ?? ?? ??? 0 0 1 ?? ?? ?? 1 1 0 ???? ????? ?? ?? ??? ??? ?? ?????? ?????? ??????? ?? ???? ???","[80, 70, 60, 58]",67,"[-0.7522266830802803, -1.5676939471214433, -1.249860814702769, -1.4513373468984856]",-1.255279698,0.576180816
357,"So, clearly the set of random variables that are generated by the approximation ? x + ? where ? and ? have to be determined based on the information that we have about x and y the prediction of ? x + ? results in a value of y or other random variables taking the values for y between the actual random variable y and the ones that are predicted by this linear approximation or the linear predictor ? x + ? there is going to be some difference.","??, ?????? ??? ?? ????? ??????? (random variable) ?? ??? ?? ???? x + generated ?????? ??????? ???? ??, ???? ????? ??? x ?? y ?? ???? ??? ??????? ?? ???? ?? ????? ??????? (random variable) ?? ???????? ???? ???? ??, x + generated ?? ??????????? x + generated ?? ?????? y ?? ???? ????? ??????? (random variable) ?? ????? ??? ???? ???","[55, 60, 79, 69]",65.75,"[-2.9039048383442414, -2.4408178385842354, 0.6995198682189685, -0.4641551297402278]",-1.277339485,0.516217887
358,What we are going to do now is we will next consider the events.,?? ?? ???? ???? ?? ??? ??? ?? ?? ??? ?????? ?? ????? ???????,"[95, 90, 70, 59]",78.5,"[0.5387802100780963, 0.17855383580414114, -0.22387098158606503, -1.3615935089750075]",-0.217032611,0.687797248
359,"For assignment activity, please do the following. Type test in gnuplot prompt to see terminal capability. From the graphics window, choose different line style, symbol style and color. Plot the graph with the chosen styles using data.txt file.","????????? ??????? ?? ???, ????? ?????????? ????. ??????? ?????? ????? ?? ??? gnuplot ????????? ??? ???? ???????. ????????? ????? ??, ??????? ?????? ????, ?????? ???? ?? ??? ?????. data. txt ????? ?? ????? ???? ????? ???? ?? ??? ????? ?? ????? ????.","[75, 75, 80, 69]",74.75,"[-1.1825623141330726, -1.1311320013900472, 0.8021188515306389, -0.4641551297402278]",-0.493932648,0.630970895
360,"So, here this is row suppose, so, 'i' value of this row is 0 and column value of this is say 1.","??, ???? ?? ?????? ?? ??? ?????, ?????, ?? ?????? ?? 'i' ??? 0 ?? ?? ???? ???? ??? 1 ???","[95, 90, 70, 70]",81.25,"[0.5387802100780963, 0.17855383580414114, -0.22387098158606503, -0.3744112918167498]",0.029762943,0.567715466
361,Let’s set up annotation segments for the video while playing the video. It is easier to transcribe and annotate large videos while playing the video.,??? ?????? ????? ??? ?????? ?? ??? ??????? ??????? ??? ???? ???? ?????? ????? ??? ???? ?????? ?? ???????????? ???? ?? ??????? ???? ???? ???,"[95, 95, 71, 59]",80,"[0.5387802100780963, 0.6151157815355373, -0.12127199827439462, -1.3615935089750075]",-0.082242379,0.738421619
362,Let us add a comment - Calculating sum using for loop in the script.,??? ?? ?? ??????? ??????-????????? ??? ??? ?? ??? ????? ???? ??? ?? ???? ?? ??? ????,"[85, 85, 84, 79]",83.25,"[-0.32189105202748813, -0.2580081099272549, 1.2125147847773206, 0.43328324949455194]",0.266474718,0.54655087
